Review Text,sentimen,Rating
data seluler jaring wifi smga kdpan nya bs jaring wifi,neutral,4
aplikasi ribet verifikasi aja susah,negative,1
aja ganggu bikin muak,negative,2
aplikasi manfaat,positive,5
aplikasi busuk otp berkalikali gk d kirim nomor aktif pulsa pulsa kurang,negative,1
aplikasi jelek banget emang mesti login parah masukin sandi udah kali ngga udah ubah sandi mas ngga login,negative,1
layan aplikasi dn cepat,positive,5
akun susah ulang aplikasi eror,negative,4
bagus terimakasih jkn,positive,5
bantu,positive,5
ribet apk gak error nge bug mulu,negative,1
puassetiap daftar slalu kode otp masukdan slalu daftar ulang ktp terdaftartapi login akun bpjs ny bisasudah kali hapus download lgi kode otp nya,negative,2
sangay simple mudah akses,positive,5
jkn,positive,5
layan rs buruk,negative,1
log in suruh masuk nik pasword gilir masuk salah padah udah bener suruh nunggu detik pasword udah catat buku salah tuhan bikin emosi doang aplikasi kesini obat mudah susah,negative,1
tolong update tbtb logout sendirikasian lupa paswordnya,neutral,1
jkn arah pandawa walpun ya nunggu proses dri pandawa mudah masyarakat kantor urus kepesertaanya,positive,5
tolong info nya lupa katasandi nomor telpon email aktif loginnya,negative,5
aplikasi,negative,1
cool,positive,5
aplikasi perintah gak bener,negative,1
mudah fasilitas lengkap,positive,5
aplikasi bagus sayang kirim otpnya lambatbahkan otp verivikasi respon tugas bagus,positive,1
verifikasi wajah gagal trus kesal,neutral,1
terimakasih mobile jkn bantu bangat,positive,5
aplikasi nyusahin verifikasi muka mampus cuih gak becus bikin aplikasi,negative,1
ok jossss,positive,5
siiiiip,neutral,5
bagus mudah daftar,positive,5
aplikasi anehkirim otp pas daftar tp pasmau verifikasi akun email nomor telp kosong,negative,1
updatetrus masuk tulis perangkat login nomor induk duduk beda masuk nik daftar muamalah muncul kayak yg atasini gimana sihhh,neutral,2
salah aplikasi hobi bikin orang ribet logout login gagal dsb dsb bikin aplikasi mudah orang susah,negative,1
respon sat set,positive,5
ngapa ngapain ribet banget cuman ganti nomer aja ribet nie cerita masuk rs tanggung keluarga pegang tbtb pas masuk rs status karyawan ngurus mobile jkn mamak gw ribet banget nomer hp bpjs tbtb ganti gua akses pcare tbtb digit anjirr,negative,1
manfaat,positive,5
login sulit no ganti no login jga jadeh,neutral,1
aplikasi gak mutu kontrol mala pemeliharan aplikasi,negative,1
hari caya coba login cuman muter doang dgn notif kendala iyaa kendala gabisa login buka sosmed sgla macem lancar aja cuman apk nya aja yg gajelasss,negative,1
mantap lancar,positive,5
mudah dlm informasi layan bpjs,positive,5
udh daftar udah pakai tp tau login ulang trus udh krim kode verifikasi ulang muncul pdhl nomor aktif,negative,2
layan baikpegawai ramahterima kasih,positive,5
banyak log out tolong yaa aplikasi baik rugi guna bpjs aja udah miskin dipermainin kyk gin miris,negative,1
apik tenan,positive,5
pas registrasi nomor verifikasi nyaaa ga kirim kirim sms nomor udah cantumkann udah coba kali kali gaada sms kode verifikasi masukk nomor lainn,negative,1
mudah aplikasi bantu,positive,5
lumayan bagus cepat mudah menu menu,positive,5
bintang bicara program perintah daerah pusat indepidu harap tampa kendala,positive,5
bantu mudah,positive,5
apk sampah kode otp ga kirim pulsa,negative,1
bantu layan sehat,positive,5
app cacat ajigg api lu lamaa banget obat bikin susah cari vendor bagus yaaaa tolollllll,negative,1
guna,positive,5
aplikasi mobile jkn mudah keluarga cek sehat fiturfitur mudah akses kalang terimakasih mobile jkn,positive,5
aplikasi sedia perintah mudah rakyat mngurus bpjs tpi wkwk verifikasi wajah masalah ikut protokol tinjau hasil kotak verifkasi wajah hijau salah tolong aplikasi nya baik bgt apk nya aja masalah,negative,1
aplikasi rak mutu,negative,1
syukur bngt apk urus aja jdi sat set,positive,5
daftar akun jkn loading nya lamaaaaa bangetttttt,neutral,4
aplikasi logout gak masuk lupa password jga g bsa pdhl g ganti password mohon kembali yg aja mudah cepat,neutral,1
proses pindah paskes mudah praktis,positive,5
gabisa masuk karna captca muser teruss pakai captca masuk,negative,1
ribet hp max log in akun kasi yg hp reset sandi sungguh ribet,negative,1
mudah,positive,4
suka erorr ntar uda adu jg proses gilir kantor suruh via aplikasi,negative,2
update ambil antri online tera notif username password sesuai f,negative,1
registrasi ulang,positive,1
assalammualaikum tolong surat rujuk faskes hapus sulit obat contoh lipoma bilang keloid orang yg faskes nya,negative,3
log in sndiri masuk data salah truss whyy,neutral,2
aplikasi rusak tunggu sms otp ajja menit lakuin smpe puluh kali sma ngga respon ngga saran guna aplikasi,negative,1
era digitalisasi era kemundurandigitalisasi mudah mundur registrasi nunggu otp ndak kirim foto ndak deteksi digitalisasi coba baik issue aplikasi kasi warga butuh kendala bagi daftar issue ndak progress perbaikanbukan,negative,1
susah buka,neutral,5
mobile jkn mantap,positive,5
ok ok ok,positive,5
masuk aja rujuk ga muter mutermisal rujuk akir rs pon ya paskes langsung rs pon lg rs rs pon neng sih bikin ribet orang,negative,1
dah kali login salah aplikasi jelek skg logout sungguh bikin susah,negative,1
mudah alias sulit apk tolong d perbaikin tingkatin kemudahanya,negative,2
daftar proses verifikasi wajah coba trs coba kali coba aplikasi alangkah baik maksimal kerja aplikasi meminimalisir eror dll kecewa,negative,1
aplikasi membantubisa ubah faskes tnpa hrus kantor bpjs kmdian data dokter rujuk,positive,5
apk yg sanvat bantu akses sehat masyarakat,positive,5
apk mending gausah ken mudah bikin sulit karna eror,negative,1
nama nya online mudah yg kira,neutral,1
puas bantu,positive,5
otp ga muncul muncul apl burik,negative,1
bantu mudah nobat,positive,5
serta kolom nik isi tolong jkn baik,negative,1
good respon layan cepat kalo nya cermat,positive,5
gmpang cepat,positive,5
baik mudah operasi tdk ngantri kantor bpjs,positive,5
update aja kaahgaa bisaaa,negative,1
kode verifikasi gak masuk masuk jaman digital aja bikin ribet,negative,1
lancar,positive,5
aplikasi lot parah,negative,1
bantu masyarakat tengah layan sehat terimakasih,positive,5
daftar kode verifikasi ga masuk nyusahin,negative,1
bantu sekali,positive,5
gak daftar tgl gak apk tolong informasi info hapus aja apk nya,negative,1
bantu,positive,5
mudah obat d faskes trimakasih ya,positive,5
gimana sih aplikasi gg banget logout trus login masukin nomer hp pdhal nomer aktif aja gg entaaah kerja gimana gin an gg kasih an yg obat kendala biaya,neutral,1
aplikasi habis update busuk tolong kembali fitur screenshot mudah kirim nomor antri hp keluarga yg skrg bikin ruwet tdk bs screenshot pinjem hp orang foto nomor antri busuk busuk busuk,negative,1
aplikasi mobile jkn keren,positive,5
ribetlama kayak layan bpjs,positive,1
kode otp hari tunggu gak muncul,negative,1
verifvikasi bgt sampe nunggu detikkk,negative,2
ribett ribett bikin pusing,negative,1
parah banget bikin janji gak rujuk blm rujuk aktif bikin adu gak bilang kalimat kandung karakter karakter yg org tinggal pilih opsi dr aplikasi aplikasi nya gimana sih,negative,1
biar bintang bicara wajib blokir apk ginian,positive,1
ya update versi tibatiba log out pas log in gagal nik pasword kode x coba log in gagal ya mohon bantu,neutral,2
gak jaring kenceng apa tu kode otp ga masuk pesan kerja kaga si,negative,1
bagus tıdak kantor nya ubah data serta dı mobile jkn mantap,positive,5
apk,negative,5
belim baik,neutral,5
moga layan depan,positive,5
layan dn cepet,positive,5
x tlp cs lucu yg tdk bsa pura sambung putus sinyal off,negative,1
bikin ribet aja obat app dh download dah daftar gilir dipake hrs download payah bgt org sakit bikin ribet,negative,1
aplikasi lukga screen wa daftar hari bom ilang data daftar faskes daftar nomor urut gede,neutral,1
mudah layan sehat,positive,4
gabisa batal antri,negative,1
mudah ubah,positive,5
hang,neutral,1
masuk aplikasi jkn nya gak trs suka lougot sndri ngeslin bngt,neutral,1
maaf buka aplikasnya log out terferivikasi finger jg tetep gak bisatlg baik,neutral,3
sulit verifikasi data hasil,negative,5
jaring bagus login sj susah skali,neutral,1
gimna si login x ga masuk karna beda kk gmna sih,neutral,2
bagus ni skrg,positive,5
okee smentara,positive,5
bantu mudah,positive,5
aplikasi perintah ulang loginnyaasli ribet,negative,1
good muas recomended,positive,5
mudah,positive,5
udah bayar lunas udah minggu terang aktif masuk fase denda layan aplikasi sampah,negative,1
bantu dftar online dtnf cepat ambil antri,positive,5
ribet banget gilir gaji juta bulan mudah,negative,1
login ulng lot banget gak tau trs udh masukin sandi nik nya gk masuk tolong gmn ya,negative,1
verifikasi no hp email sulit mudah sesuai tunjuk,negative,2
kali daftar antri online gagal rkm daftar periksa puskemas aplikasi nya bolak daftar,negative,1
bangke ga masuk alas nya perangkat masuk nik ktp bantu saudara cek bpjs nya blokir,neutral,1
alhamdulillah dh jkn nya,positive,5
app gak daftar aja susah gak niat app gak gak,negative,1
capek bgt suka logout udah mah gaochanya lot muncul lupa password nomor telepon email orang sakit bikin pening mulu,negative,3
ngaco nih aplikasi jkn riwayat bayar sya mentok itu orang sya serta min masuk login melulu,positive,1
keren simple,positive,5
keren banget deeeh,positive,5
obat nya antri depangimana sih orang sakit ga rencanakanada nya jkn mempersulitbayar bulan rutin gilir d pakai ga sakit,negative,1
download stelah update ga masuk aplikasi capcha muncul solusi,negative,1
ok aplikasi lancar,positive,5
mshsusah tuk tambah anggota serta anakistriku,positive,3
gmn jkn bpjs sy kn gratis ko suruh bayar sy ga ngerti slama sy pkai bps yg gratis,positive,1
hapus aja apk ga miriss indonesia,negative,1
jaring udah stabil aplikasi loading g selesai ganti jaring wifi tetep tolong baik aplikasi,neutral,3
aplikasi diupdate susahloading logout,neutral,1
gk akses jam pdhl internet bagus,negative,1
log out login ulang pass salah,neutral,1
eror ribet buka susah kayak ganggu sinyal pdhal sinyal limpah,negative,1
sulit banget apknya gak kerja samadokter nyuruh tanggal contoh suruh tanggal apk jknnya tolak tanggal katanyamasa gk sih pendaftarannyaapa dokter nyuruh,negative,3
kocak ni apk pas daftar auto debit loading mulu gjls pasword nik bener semuaa,negative,1
aplikasi oke,positive,5
bikin skck aja serta bpjs aktif bikin skck bayar nggak d tanggung bpjs udah daftar bpjs pbi aktif otomatis alih bpjs mandiri ya min jarang d pakai bpjsnya bayar mandiri gimana ya nggak paham yg simple d bikin ribet ribet ribet,negative,1
aplikasi bagusss data keluarga terupdate,positive,4
saangat membantuu,positive,4
daftar suka gagal blm digital,negative,2
josss,positive,5
aplikasi bagus tinggal tingkat aspek salah satu realtime update sedia ruang kamar rawat inap rumah sakit nyata rumah sakit sedia kamar aplikasi update kadang aplikasi kamar kosong tp jauhjauh tolak rumah sakit kamar penuh,negative,3
alhamdulillah bantu mobile jkn,positive,5
biar bintang ya bicara,positive,5
maintenect baik kabar main keluarin guna baik baik aja main keluarin gitu aja apk baik main keluarin aplikasi,negative,1
daftar jkn kayak aja kirain bantu tunggu nomor antri yg fi panggiltapi namadan yg cepat yg layan,positive,1
apk simpan data ngawur data pribadi nik tulis kartu keluarga orang,negative,1
mudah cepat karna akses rumah mana hemat saat sibuk padat,positive,5
gak masuk apk jkn yaaa,negative,2
aplikasi bantu mudah daftar rumah daftar puskesmas rumah sakit jd gk ribet sblm daftar siap pulsa utama ya ma kode pulsa utama daftar jd gk ngantri,positive,5
susah daftarin anakkatanya mudah mempersulitnasib orang jelata,negative,1
kali kali coba isi no hp tunggu kode otp nihil pemberitahuan masuk lalu email kode otp tp ttp g bs pakai krn wajib otp nohp,negative,1
bagus sbnrnya sulit utk daftar online kuota habis aplikasi update sisa antri byk laku pol gigi sdh coba daftar lgsg pol gigi krn ga via online tolak online,negative,4
aplikasi nya banget bantu proses daftar online login aplikasi loading buka aplikasi disruh login login mudah ttap sja sulit daftar online tpi tdk laku rs yg tuju jdi offline lavi deh,negative,2
nanya minobat pasien bpjs rendah pd obat yg beli toko obatalerron k papanberobat dr bpjs kasih tabletparasetamol nya rendah dosis nyakapan sembuh nya ni,neutral,1
mangkin buruk aja ni mintak login,negative,1
pake aplikasi ujung nya kasih antri ngantriiiiiiiiiiiiii kesini bobrok cuhhh,negative,1
aplikasi bagus,positive,5
baik sistim aplikasi biar mudah daftar login,positive,1
aplikasi masalah tolong baik,neutral,1
mudah guna,positive,5
sisa keluarga yah gratis bayar yah,neutral,5
desak daftar logout susah daftar,neutral,1
gk masuk,negative,2
susahdaftar online dokter keluar bedagak jelasjadi gak bsa daftar onlinebikin emosiperbaiki itubayar bpjs gak telattapi layan gak,negative,1
bagusbisa rubah faskes kantor bpjs langsung,positive,5
fungsi,negative,5
bantu mudah urus,positive,5
ga login aplikasi koneksi internet bagus,negative,1
terimakasih layan nya yg,positive,5
kontrol rujuk laku cuman muncul daftar online ny x doang ni gmna sih ko bikin ribet,negative,1
daftar on line cepat praktis,positive,5
bantu mudah daftar,positive,4
aplikasi berulangulang scan wajah ttp ga akun susah,negative,1
kalo rujuk rawat jalan anak susah daftar nya kirain mudah anggota keluarga,negative,5
gimana nisusah buka aplikasi,neutral,1
aneh gabisa verifikasi berkalikali,negative,1
thank you,positive,5
jelek banget aplikasi ribet daftar akun kali verifikasi muka tetep aja ngga detect muka udh am tempat terang udh ikut instruksi tetep ngga daftar akun tolong ya baik verifikasi muka,negative,1
maaf masuk no hp beda x ya tulis gagal verifikasi,neutral,1
bantu periksa sehat,positive,5
kode verifikasi otp pembaruanpenambahan no hp,negative,1
blm kasi ulas karna pakai aplikasi jkn,negative,5
selesai layan daftar online besok nunggu ya karna menu daftar antre tera layan muncul daftar,negative,3
good service,positive,5
app jelek,negative,1
logout mulu,negative,1
sampah nih app udah nomor telepon yg daftar suruh akun pake nik yg udah daftar tulis daftar daftar nomor telepon daftar,negative,1
rubah faskes tingkat verifikasi wajah gera tampil kamera ngapain,negative,1
tolong tambah serta muda karna udah kali kali nya serta serta nikah serta bayi lahir meni udah jalan anak udah tahuanan gak ya tolong baik,positive,2
gabisa verifikasi yaa,negative,3
aplikasi yg sayang guna,positive,5
layan atur obat kali bantu terimakasih teman awat dokter moga tuhan balas kali lipat sehat amien,positive,5
kasih bintang aplikasi nya eror masuk kedip gak gambar hitam tolong baik masak hapus download tolong baik,negative,2
canggih apk nya nelfon dll,positive,5
aplikasi busuk logout login susah nya ampun nik pasword bener capca terang ps nik salah ulang suruh tangkaoan layar kirim email apk kaga ss apk nya sih praktis login nya kaga praktis,negative,1
aplikasi tingkat baik,positive,5
login updatean aplikasi bener nyusahin orang,negative,1
harap kode captra angka jgn bingung,neutral,4
verifikasi no hp tp metode gak muncul,neutral,1
layan nya,positive,5
bantu keren dah ah jaman now,positive,5
ulas baca balas kendala mobile jkn update kendala slsaikan,neutral,1
mudah cepat,positive,4
login satu perangkat pakai perangkat buka perang logout otomatis perangkat,neutral,3
aplikasi eror lambat rujuk muat jkn surat bolak fktpkasian pasien jalan repot bawa fktp erti kondisi pasien,neutral,4
aplikasi ribett orang sakit unduh lansia orang obat ribetin aplikasi,negative,1
mantap apk nya akses mudah,positive,5
mantap sukses,positive,5
proses cepat layan nyaman,positive,5
bantu terimakasih,positive,5
bagus untk tdk antri ambil nomor antri kalu bikin ribet aplikasi yg tdinya masuk daftar gga masuk bikin ribet jdi bingung tdi masuk haris skrining sehat gga daftar nti ktrnya hhhmmm,negative,5
tolong hilang verifikasi wajah aplikasi mudah masyarakat obat,negative,1
